b,23.33,11.625,4,p,w,v,0.835,1,3,0,1,5,00160,300,1
b,23.17,0,0,5,cc,v,0.085,1,3,0,3,5,00000,0,1
b,44.33,0.5,0,5,i,h,5,1,3,0,1,5,00320,0,1
b,35.17,4.5,0,5,x,h,5.75,3,3,0,1,s,00711,0,1
b,43.25,3,0,5,q,h,6,1,1,11,3,5,00080,0,1
b,56.75,12.25,0,5,m,v,1.25,1,1,04,1,5,00200,0,1
b,31.67,16.165,0,5,d,v,3,1,1,09,3,5,00250,730,1
a,23.42,0.79,4,p,q,v,1.5,1,1,02,1,5,00080,400,1
a,20.42,0.835,0,5,q,v,1.585,1,1,01,3,5,00000,0,1
b,26.67,4.25,0,5,cc,v,4.29,1,1,01,1,5,00120,0,1
b,34.17,1.54,0,5,cc,v,1.54,1,1,01,1,5,00520,50000,1
a,36.00,1,0,5,c,v,2,1,1,11,3,5,00000,456,1
b,25.50,0.375,0,5,m,v,0.25,1,1,03,3,5,00260,15108,1
b,19.42,6.5,0,5,w,h,1.46,1,1,07,3,5,00080,2954,1
b,35.17,25.125,0,5,x,h,1.625,1,1,01,1,5,00515,500,1
b,32.33,7.5,0,5,e,bb,1.585,1,3,0,1,s,00420,0,0
b,34.83,4,0,5,d,bb,12.5,1,3,0,1,5,0,0,0
a,38.58,5,0,5,cc,v,13.5,1,3,0,1,5,00980,0,0
b,44.25,0.5,0,5,m,v,10.75,1,3,0,3,s,00400,0,0
b,44.83,7,4,p,c,v,1.625,3,3,0,3,5,00160,2,0
b,20.67,5.29,0,5,q,v,0.375,1,1,01,3,5,00160,0,0
b,34.08,6.5,0,5,aa,v,0.125,1,3,0,1,5,00443,0,0
a,19.17,0.585,4,p,aa,v,0.585,1,3,0,1,5,00160,0,0
b,21.67,1.165,4,p,k,v,2.5,1,1,01,3,5,00180,20,0
b,21.50,9.75,0,5,c,v,0.25,1,3,0,3,5,00140,0,0
b,49.58,19,0,5,33,33,0,1,1,01,3,5,00094,0,0
a,27.67,1.5,0,5,m,v,2,1,3,0,3,s,00368,0,0
b,39.83,0.5,0,5,m,v,0.25,1,3,0,3,s,00288,0,0
a,0,3.5,0,5,d,v,3,1,3,0,1,5,00300,0,0
b,27.25,0.625,0,5,aa,v,0.455,1,3,0,1,5,00200,0,0
b,37.17,4,0,5,c,bb,5,1,3,0,1,s,00280,0,0
b,0,0.375,0,5,d,v,0.875,1,3,0,1,s,00928,0,0
b,25.67,2.21,4,p,aa,v,4,1,3,0,3,5,00188,0,0
b,34.00,4.5,0,5,aa,v,1,1,3,0,1,5,00240,0,0
a,49.00,1.5,0,5,j,j,0,1,3,0,1,5,00100,27,0
b,62.50,12.75,4,p,c,h,5,1,3,0,3,5,00112,0,0
b,31.42,15.5,0,5,c,v,0.5,1,3,0,3,5,00120,0,0
b,0,5,4,p,aa,v,8.5,1,3,0,3,5,00000,0,0
b,52.33,1.375,4,p,c,h,9.46,1,3,0,1,5,00200,100,0
b,28.75,1.5,4,p,c,v,1.5,1,3,0,1,5,00000,225,0
a,28.58,3.54,0,5,i,bb,0.5,1,3,0,1,5,00171,0,0
b,23.00,0.625,4,p,aa,v,0.125,1,3,0,3,5,00180,1,0
b,0,0.5,0,5,c,bb,0.835,1,3,0,1,s,00320,0,0
a,22.50,11,4,p,q,v,3,1,3,0,1,5,00268,0,0
a,28.50,1,0,5,q,v,1,1,1,02,1,5,00167,500,0
b,37.50,1.75,4,p,c,bb,0.25,1,3,0,1,5,00164,400,0
b,35.25,16.5,4,p,c,v,4,1,3,0,3,5,00080,0,0
b,18.67,5,0,5,q,v,0.375,1,1,02,3,5,00000,38,0
b,25.00,12,0,5,k,v,2.25,1,1,02,1,5,00120,5,0
b,27.83,4,4,p,i,h,5.75,1,1,02,1,5,00075,0,0
b,54.83,15.5,0,5,e,z,0,1,1,20,3,5,00152,130,0
b,28.75,1.165,0,5,k,v,0.5,1,3,0,3,s,00280,0,0
a,25.00,11,4,p,aa,v,4.5,1,3,0,3,5,00120,0,0
b,40.92,2.25,4,p,x,h,10,1,3,0,1,5,00176,0,0
a,19.75,0.75,0,5,c,v,0.795,1,1,05,1,5,00140,5,0
b,29.17,3.5,0,5,w,v,3.5,1,1,03,1,5,00329,0,0
a,24.50,1.04,4,p,33,33,0.5,1,1,03,3,5,00180,147,0
b,24.58,12.5,0,5,w,v,0.875,1,3,0,1,5,00260,0,0
a,33.75,0.75,0,5,k,bb,1,1,1,03,1,5,00212,0,0
b,20.67,1.25,4,p,c,h,1.375,1,1,03,1,5,00140,210,0
a,25.42,1.125,0,5,q,v,1.29,1,1,02,3,5,00200,0,0
b,37.75,7,0,5,q,h,11.5,1,1,07,1,5,00300,5,0
b,52.50,6.5,0,5,k,v,6.29,1,1,15,3,5,00000,11202,1
b,57.83,7.04,0,5,m,v,14,1,1,06,1,5,00360,1332,1
a,20.75,10.335,0,5,cc,h,0.335,1,1,01,1,5,00080,50,1
b,39.92,6.21,0,5,q,v,0.04,1,1,01,3,5,00200,300,1
b,25.67,12.5,0,5,cc,v,1.21,1,1,67,1,5,00140,258,1
a,24.75,12.5,0,5,aa,v,1.5,1,1,12,1,5,00120,567,1
a,44.17,6.665,0,5,q,v,7.375,1,1,03,1,5,00000,0,1
a,23.50,9,0,5,q,v,8.5,1,1,05,1,5,00120,0,1
b,34.92,5,0,5,x,h,7.5,1,1,06,1,5,00000,1000,1
b,47.67,2.5,0,5,m,bb,2.5,1,1,12,1,5,00410,2510,1
b,22.75,11,0,5,q,v,2.5,1,1,07,1,5,00100,809,1
b,34.42,4.25,0,5,i,bb,3.25,1,1,02,3,5,00274,610,1
a,28.42,3.5,0,5,w,v,0.835,1,3,0,3,s,00280,0,1
b,67.75,5.5,0,5,e,z,13,1,1,01,1,5,00000,0,1
b,20.42,1.835,0,5,c,v,2.25,1,1,01,3,5,00100,150,1
a,47.42,8,0,5,e,bb,6.5,1,1,06,3,5,00375,51100,1
b,36.25,5,0,5,c,bb,2.5,1,1,06,3,5,00000,367,1
b,32.67,5.5,0,5,q,h,5.5,1,1,12,1,5,00408,1000,1
b,48.58,6.5,0,5,q,h,6,1,3,0,1,5,00350,0,1
b,39.92,0.54,4,p,aa,v,0.5,1,1,03,3,5,00200,1000,1
b,33.58,2.75,0,5,m,v,4.25,1,1,06,3,5,00204,0,1
a,18.83,9.5,0,5,w,v,1.625,1,1,06,1,5,00040,600,1
a,26.92,13.5,0,5,q,h,5,1,1,02,3,5,00000,5000,1
a,31.25,3.75,0,5,cc,h,0.625,1,1,09,1,5,00181,0,1
a,56.50,16,0,5,j,33,0,1,1,15,3,5,00000,247,1
b,43.00,0.29,4,p,cc,h,1.75,1,1,08,3,5,00100,375,1
b,22.33,11,0,5,w,v,2,1,1,01,3,5,00080,278,1
b,27.25,1.665,0,5,cc,h,5.085,1,1,09,3,5,00399,827,1
b,32.83,2.5,0,5,cc,h,2.75,1,1,06,3,5,00160,2072,1
b,23.25,1.5,0,5,q,v,2.375,1,1,03,1,5,00000,582,1
a,40.33,7.54,4,p,q,h,8,1,1,14,3,5,00000,2300,1
a,30.50,6.5,0,5,c,bb,4,1,1,07,1,5,00000,3065,1
a,52.83,15,0,5,c,v,5.5,1,1,14,3,5,00000,2200,1
a,46.67,0.46,0,5,cc,h,0.415,1,1,11,1,5,00440,6,1
a,58.33,10,0,5,q,v,4,1,1,14,3,5,00000,1602,1
b,37.33,6.5,0,5,m,h,4.25,1,1,12,1,5,00093,0,1
b,23.08,2.5,0,5,c,v,1.085,1,1,11,1,5,00060,2184,1
b,32.75,1.5,0,5,cc,h,5.5,1,1,03,1,5,00000,0,1
a,21.67,11.5,4,p,j,j,0,1,1,11,1,5,00000,0,1
a,28.50,3.04,4,p,x,h,2.54,1,1,01,3,5,00070,0,1
a,68.67,15,0,5,e,z,0,1,1,14,3,5,00000,3376,1
b,28.00,2,0,5,k,h,4.165,1,1,02,1,5,00181,0,1
b,34.08,0.08,4,p,m,bb,0.04,1,1,01,1,5,00280,2000,1
b,27.67,2,0,5,x,h,1,1,1,04,3,5,00140,7544,1
b,44.00,2,0,5,m,v,1.75,1,1,02,1,5,00000,15,1
b,25.08,1.71,0,5,x,v,1.665,1,1,01,1,5,00395,20,1
b,32.00,1.75,4,p,e,h,0.04,1,3,0,1,5,00393,0,1
a,60.58,16.5,0,5,q,v,11,1,3,0,1,5,00021,10561,1
a,40.83,10,0,5,q,h,1.75,1,3,0,3,5,00029,837,1
b,19.33,9.5,0,5,q,v,1,1,3,0,1,5,00060,400,1
a,32.33,0.54,0,5,cc,v,0.04,1,3,0,3,5,00440,11177,1
b,36.67,3.25,0,5,q,h,9,1,3,0,1,5,00102,639,1
b,37.50,1.125,4,p,d,v,1.5,3,3,0,1,5,00431,0,1
a,25.08,2.54,4,p,aa,v,0.25,1,3,0,1,5,00370,0,1
b,41.33,0,0,5,c,bb,15,1,3,0,3,5,00000,0,1
b,56.00,12.5,0,5,k,h,8,1,3,0,1,5,00024,2028,1
a,49.83,13.585,0,5,k,h,8.5,1,3,0,1,5,00000,0,1
b,22.67,10.5,0,5,q,h,1.335,1,3,0,3,5,00100,0,1
b,27.00,1.5,4,p,w,v,0.375,1,3,0,1,5,00260,1065,1
b,25.00,12.5,0,5,aa,v,3,1,3,0,1,s,00020,0,1
a,26.08,8.665,0,5,aa,v,1.415,1,3,0,3,5,00160,150,1
a,18.42,9.25,0,5,q,v,1.21,1,1,04,3,5,00060,540,1
b,20.17,8.17,0,5,aa,v,1.96,1,1,14,3,5,00060,158,1
b,47.67,0.29,0,5,c,bb,15,1,1,20,3,5,00000,15000,1
a,21.25,2.335,0,5,i,bb,0.5,1,1,04,3,s,00080,0,1
a,20.67,3,0,5,q,v,0.165,1,1,03,3,5,00100,6,1
a,57.08,19.5,0,5,c,v,5.5,1,1,07,3,5,00000,3000,1
a,22.42,5.665,0,5,q,v,2.585,1,1,07,3,5,00129,3257,1
b,48.75,8.5,0,5,c,h,12.5,1,1,09,3,5,00181,1655,1
b,40.00,6.5,0,5,aa,bb,3.5,1,1,01,3,5,00000,500,1
b,40.58,5,0,5,c,v,5,1,1,07,3,5,00000,3065,1
a,28.67,1.04,0,5,c,v,2.5,1,1,05,1,5,00300,1430,1
a,33.08,4.625,0,5,q,h,1.625,1,1,02,3,5,00000,0,1
b,21.33,10.5,0,5,c,v,3,1,3,0,1,5,00000,0,1
b,42.00,0.205,0,5,i,h,5.125,1,3,0,3,5,00400,0,1
b,41.75,0.96,0,5,x,v,2.5,1,3,0,3,5,00510,600,1
b,22.67,1.585,4,p,w,v,3.085,1,1,06,3,5,00080,0,1
b,34.50,4.04,4,p,i,bb,8.5,1,1,07,1,5,00195,0,1
b,28.25,5.04,4,p,c,bb,1.5,1,1,08,1,5,00144,7,1
b,33.17,3.165,4,p,x,v,3.165,1,1,03,1,5,00380,0,1
b,48.17,7.625,0,5,w,h,15.5,1,1,12,3,5,00000,790,1
b,27.58,2.04,4,p,aa,v,2,1,1,03,1,5,00370,560,1
b,22.58,10.04,0,5,x,v,0.04,1,1,09,3,5,00060,396,1
a,24.08,0.5,0,5,q,h,1.25,1,1,01,3,5,00000,678,1
a,41.33,1,0,5,i,bb,2.25,1,3,0,1,5,00000,300,1
b,24.83,2.75,0,5,c,v,2.25,1,1,06,3,5,0,600,1
a,20.75,10.25,0,5,q,v,0.71,1,1,02,1,5,00049,0,1
b,36.33,2.125,4,p,w,v,0.085,1,1,01,3,5,00050,1187,1
a,35.42,12,0,5,q,h,14,1,1,08,3,5,00000,6590,1
a,71.58,0,0,0,0,0,0,3,3,0,3,p,0,0,1
b,28.67,9.335,0,5,q,h,5.665,1,1,06,3,5,00381,168,1
b,35.17,2.5,0,5,k,v,4.5,1,1,07,3,5,00150,1270,1
b,39.50,4.25,0,5,c,bb,6.5,1,1,16,3,5,00117,1210,1
b,39.33,5.875,0,5,cc,h,10,1,1,14,1,5,00399,0,1
b,24.33,6.625,4,p,d,v,5.5,1,3,0,1,s,00100,0,1
b,60.08,14.5,0,5,33,33,18,1,1,15,1,5,00000,1000,1
b,23.08,11.5,0,5,i,v,3.5,1,1,09,3,5,00056,742,1
b,26.67,2.71,4,p,cc,v,5.25,1,1,01,3,5,00211,0,1
b,48.17,3.5,0,5,aa,v,3.5,1,3,0,3,s,00230,0,1
b,41.17,4.04,0,5,cc,h,7,1,1,08,3,5,00320,0,1
b,55.92,11.5,0,5,33,33,5,1,1,05,3,5,00000,8851,1
b,53.92,9.625,0,5,e,v,8.665,1,1,05,3,5,00000,0,1
a,18.92,9.25,4,p,c,v,1,1,1,04,1,5,00080,500,1
a,50.08,12.54,0,5,aa,v,2.29,1,1,03,1,5,00156,0,1
b,65.42,11,0,5,e,z,20,1,1,07,1,5,00022,0,1
a,17.58,9,0,5,aa,v,1.375,1,3,0,1,5,00000,0,1
a,18.83,9.54,0,5,aa,v,0.085,1,3,0,3,5,00100,0,1
a,37.75,5.5,0,5,q,v,0.125,1,3,0,1,5,00228,0,1
b,23.25,4,0,5,c,bb,0.25,1,3,0,1,5,00160,0,1
b,18.08,5.5,0,5,k,v,0.5,1,3,0,3,5,00080,0,1
a,22.50,8.46,4,p,x,v,2.46,3,3,0,3,5,00164,0,1
b,19.67,0.375,0,5,q,v,2,1,1,02,1,5,00080,0,1
b,22.08,11,0,5,cc,v,0.665,1,3,0,3,5,00100,0,1
b,25.17,3.5,0,5,cc,v,0.625,1,1,07,3,5,00000,7059,1
a,47.42,3,0,5,x,v,13.875,1,1,02,1,5,00519,1704,1
b,33.50,1.75,0,5,x,h,4.5,1,1,04,1,5,00253,857,1
b,27.67,13.75,0,5,w,v,5.75,1,3,0,1,5,00487,500,1
a,58.42,21,0,5,i,bb,10,1,1,13,3,5,00000,6700,1
a,20.67,1.835,0,5,q,v,2.085,1,1,05,3,5,00220,2503,1
b,26.17,0.25,0,5,i,bb,0,1,3,0,1,5,00000,0,1
b,21.33,7.5,0,5,aa,v,1.415,1,1,01,3,5,00080,9800,1
b,42.83,4.625,0,5,q,v,4.58,1,3,0,3,s,00000,0,1
b,38.17,10.125,0,5,x,v,2.5,1,1,06,3,5,00520,196,1
b,20.50,10,4,p,c,v,2.5,1,3,0,3,s,00040,0,1
b,48.25,25.085,0,5,w,v,1.75,1,1,03,3,5,00120,14,1
b,28.33,5,0,5,w,v,11,1,3,0,1,5,00070,0,1
a,18.75,7.5,0,5,q,v,2.71,1,1,05,3,5,0,26726,1
b,18.50,2,0,5,i,v,1.5,1,1,02,3,5,00120,300,1
b,33.17,3.04,4,p,c,h,2.04,1,1,01,1,5,00180,18027,1
b,45.00,8.5,0,5,cc,h,14,1,1,01,1,5,00088,2000,1
a,19.67,0.21,0,5,q,h,0.29,1,1,11,3,5,00080,99,1
0,24.50,12.75,0,5,c,bb,4.75,1,1,02,3,5,00073,444,1
b,21.83,11,0,5,x,v,0.29,1,1,06,3,5,00121,0,1
b,40.25,21.5,0,5,e,z,20,1,1,11,3,5,00000,1200,1
b,41.42,5,0,5,q,h,5,1,1,06,1,5,00470,0,1
a,17.83,11,0,5,x,h,1,1,1,11,3,5,00000,3000,1
b,23.17,11.125,0,5,x,h,0.46,1,1,01,3,5,00100,0,1
b,0,0.625,0,5,k,v,0.25,3,3,0,3,5,00380,2010,0
b,18.17,10.25,0,5,c,h,1.085,3,3,0,3,5,00320,13,0
b,20.00,11.045,0,5,c,v,2,3,3,0,1,5,00136,0,0
b,20.00,0,0,5,d,v,0.5,3,3,0,3,5,00144,0,0
a,20.75,9.54,0,5,i,v,0.04,3,3,0,3,5,00200,1000,0
a,24.50,1.75,4,p,c,v,0.165,3,3,0,3,5,00132,0,0
b,32.75,2.335,0,5,d,h,5.75,3,3,0,1,5,00292,0,0
a,52.17,0,4,p,33,33,0,3,3,0,3,5,00000,0,0
a,48.17,1.335,0,5,i,o,0.335,3,3,0,3,5,00000,120,0
a,20.42,10.5,4,p,x,h,0,3,3,0,1,5,00154,32,0
b,50.75,0.585,0,5,33,33,0,3,3,0,3,5,00145,0,0
b,17.08,0.085,4,p,c,v,0.04,3,3,0,3,5,00140,722,0
b,18.33,1.21,4,p,e,dd,0,3,3,0,3,5,00100,0,0
a,32.00,6,0,5,d,v,1.25,3,3,0,3,5,00272,0,0
b,59.67,1.54,0,5,q,v,0.125,1,3,0,1,5,00260,0,1
b,18.00,0.165,0,5,q,n,0.21,3,3,0,3,5,00200,40,1
b,37.58,0,0,0,0,0,0,3,3,0,3,p,0,0,1
b,32.33,2.5,0,5,c,v,1.25,3,3,0,1,5,00280,0,0
b,18.08,6.75,4,p,m,v,0.04,3,3,0,3,5,00140,0,0
b,38.25,10.125,4,p,k,v,0.125,3,3,0,3,5,00160,0,0
b,30.67,2.5,0,5,cc,h,2.25,3,3,0,1,s,00340,0,0
b,18.58,5.71,0,5,d,v,0.54,3,3,0,3,5,00120,0,0
a,19.17,5.415,0,5,i,h,0.29,3,3,0,3,5,00080,484,0
a,18.17,10,4,p,q,h,0.165,3,3,0,3,5,00340,0,0
b,24.58,13.5,4,p,33,33,0,3,3,0,3,5,0,0,0
b,16.25,0.835,0,5,m,v,0.085,1,3,0,3,s,00200,0,0
b,21.17,0.875,4,p,c,h,0.25,3,3,0,3,5,00280,204,0
b,23.92,0.585,4,p,cc,h,0.125,3,3,0,3,5,00240,1,0
b,17.67,4.46,0,5,c,v,0.25,3,3,0,3,s,00080,0,0
a,16.50,1.25,0,5,q,v,0.25,3,1,01,3,5,00108,98,0
b,23.25,12.625,0,5,c,v,0.125,3,1,02,3,5,00000,5552,0
b,17.58,10,0,5,w,h,0.165,3,1,01,3,5,00120,1,0
a,0,1.5,0,5,33,33,0,3,1,02,1,5,00200,105,0
b,29.50,0.58,0,5,w,v,0.29,3,1,01,3,5,00340,2803,0
b,18.83,0.415,4,p,c,v,0.165,3,1,01,3,5,00200,1,0
a,21.75,1.75,4,p,j,j,0,3,3,0,3,5,00160,0,0
b,23.00,0.75,0,5,m,v,0.5,3,3,0,1,s,00320,0,0
a,18.25,10,0,5,w,v,1,3,1,01,3,5,00120,1,0
b,25.42,0.54,0,5,w,v,0.165,3,1,01,3,5,00272,444,0
b,35.75,2.415,0,5,w,v,0.125,3,1,02,3,5,00220,1,0
a,16.08,0.335,0,5,33,33,0,3,1,01,3,5,00160,126,0
a,31.92,3.125,0,5,33,33,3.04,3,1,02,1,5,00200,4,0
b,69.17,9,0,5,33,33,4,3,1,01,3,5,00070,6,0
b,32.92,2.5,0,5,aa,v,1.75,3,1,02,1,5,00720,0,0
b,16.33,2.75,0,5,aa,v,0.665,3,1,01,3,5,00080,21,0
b,22.17,12.125,0,5,c,v,3.335,3,1,02,1,5,00180,173,0
a,57.58,2,0,5,33,33,6.5,3,1,01,3,5,00000,10,0
b,18.25,0.165,0,5,d,v,0.25,3,3,0,1,s,00280,0,0
b,23.42,1,0,5,c,v,0.5,3,3,0,1,s,00280,0,0
a,15.92,2.875,0,5,q,v,0.085,3,3,0,3,5,00120,0,0
a,24.75,13.665,0,5,q,h,1.5,3,3,0,3,5,00280,1,0
b,48.75,26.335,4,p,33,33,0,1,3,0,1,5,00000,0,0
b,23.50,2.75,0,5,33,33,4.5,3,3,0,3,5,00160,25,0
b,18.58,10.29,0,5,33,33,0.415,3,3,0,3,5,00080,0,0
b,27.75,1.29,0,5,k,h,0.25,3,3,0,1,s,00140,0,0
a,31.75,3,4,p,j,j,0,3,3,0,3,5,00160,20,0
a,24.83,4.5,0,5,w,v,1,3,3,0,1,5,00360,6,0
b,19.00,1.75,4,p,c,v,2.335,3,3,0,1,5,00112,6,0
a,16.33,0.21,0,5,aa,v,0.125,3,3,0,3,5,00200,1,0
a,18.58,10,0,5,d,v,0.415,3,3,0,3,5,00080,42,0
b,16.25,0,4,p,aa,v,0.25,3,3,0,3,5,00060,0,0
b,23.00,0.75,0,5,m,v,0.5,1,3,0,1,s,00320,0,0
b,21.17,0.25,4,p,c,h,0.25,3,3,0,3,5,00280,204,0
b,17.50,22,6,55,33,o,0,3,3,0,1,p,00450,100000,1
b,19.17,0,4,p,m,bb,0,3,3,0,1,s,00500,1,1
b,36.75,0.125,4,p,c,v,1.5,3,3,0,1,5,00232,113,1
b,21.25,1.5,0,5,w,v,1.5,3,3,0,3,5,00150,8,1
a,18.08,0.375,6,55,cc,33,10,3,3,0,1,s,00300,0,1
a,33.67,0.375,0,5,cc,v,0.375,3,3,0,3,5,00300,44,1
b,48.58,0.205,4,p,k,v,0.25,1,1,11,3,5,00380,2732,1
b,33.67,1.25,0,5,w,v,1.165,3,3,0,3,5,00120,0,0
a,29.50,1.085,4,p,x,v,1,3,3,0,3,5,00280,13,0
b,30.17,1.085,4,p,c,v,0.04,3,3,0,3,5,00170,179,0
0,40.83,3.5,0,5,i,bb,0.5,3,3,0,3,s,01160,0,0
b,34.83,2.5,4,p,w,v,3,3,3,0,3,s,00200,0,0
b,0,4,4,p,i,v,0.085,3,3,0,1,5,00411,0,0
b,20.42,0,0,0,0,0,0,3,3,0,3,p,0,0,0
a,33.25,2.5,4,p,c,v,2.5,3,3,0,1,5,00000,2,0
b,34.08,2.5,0,5,c,v,1,3,3,0,3,5,00460,16,0
a,25.25,12.5,0,5,d,v,1,3,3,0,1,5,00180,1062,0
b,34.75,2.5,0,5,cc,bb,0.5,3,3,0,3,5,00348,0,0
b,27.67,0.75,0,5,q,h,0.165,3,3,0,1,5,00220,251,0
b,47.33,6.5,0,5,c,v,1,3,3,0,1,5,00000,228,0
a,34.83,1.25,4,p,i,h,0.5,3,3,0,1,5,00160,0,0
a,33.25,3,4,p,aa,v,2,3,3,0,3,5,00180,0,0
b,28.00,3,0,5,w,v,0.75,3,3,0,1,5,00300,67,0
a,39.08,4,0,5,c,v,3,3,3,0,3,5,00480,0,0
b,42.75,4.085,0,5,aa,v,0.04,3,3,0,3,5,00108,100,0
b,26.92,2.25,0,5,i,bb,0.5,3,3,0,1,5,00640,4000,0
b,33.75,2.75,0,5,i,bb,0,3,3,0,3,5,00180,0,0
b,38.92,1.75,0,5,k,v,0.5,3,3,0,1,5,00300,2,0
b,62.75,7,0,5,e,z,0,3,3,0,3,5,00000,12,0
0,32.25,1.5,0,5,c,v,0.25,3,3,0,1,5,00372,122,0
b,26.75,4.5,4,p,c,bb,2.5,3,3,0,3,5,00200,1210,0
b,63.33,0.54,0,5,c,v,0.585,1,1,03,1,5,00180,0,0
b,27.83,1.5,0,5,w,v,2.25,3,1,01,1,5,00100,3,0
a,26.17,2,0,5,j,j,0,3,3,0,1,5,00276,1,0
b,22.17,0.585,4,p,33,33,0,3,3,0,3,5,00100,0,0
b,22.50,11.5,4,p,m,v,1.5,3,3,0,1,5,00000,4000,0
b,30.75,1.585,0,5,d,v,0.585,3,3,0,1,s,00000,0,0
b,36.67,2,0,5,i,v,0.25,3,3,0,1,5,00221,0,0
a,16.00,0.165,0,5,aa,v,1,3,1,02,1,5,00320,1,0
b,41.17,1.335,0,5,d,v,0.165,3,3,0,3,5,00168,0,0
a,19.50,0.165,0,5,q,v,0.04,3,3,0,1,5,00380,0,0
b,32.42,3,0,5,d,v,0.165,3,3,0,1,5,00120,0,0
a,36.75,4.71,0,5,33,33,0,3,3,0,3,5,00160,0,0
a,30.25,5.5,0,5,k,v,5.5,3,3,0,1,s,00100,0,0
b,23.08,2.5,0,5,33,33,0.085,3,3,0,1,5,00100,4208,0
b,26.83,0.54,0,5,k,33,0,3,3,0,3,5,00100,0,0
b,16.92,0.335,4,p,k,v,0.29,3,3,0,3,s,00200,0,0
